1.202000000000000000e+03,3.924627197265625000e+03
1.203000000000000000e+03,1.924183959960937500e+03
1.204000000000000000e+03,1.319097534179687500e+03
1.205000000000000000e+03,9.069925537109375000e+02
1.206000000000000000e+03,6.004732666015625000e+02
1.207000000000000000e+03,3.599407043457031250e+02
1.208000000000000000e+03,1.647269134521484375e+02
1.209000000000000000e+03,2.948576211929321289e+00
1.210000000000000000e+03,-1.329015808105468750e+02
1.211000000000000000e+03,-2.477281799316406250e+02
1.212000000000000000e+03,-3.447421264648437500e+02
1.213000000000000000e+03,-4.258511657714843750e+02
1.214000000000000000e+03,-4.916021728515625000e+02
1.215000000000000000e+03,-5.403381347656250000e+02
1.216000000000000000e+03,-5.255408325195312500e+02
1.217000000000000000e+03,-5.833981933593750000e+02
1.218000000000000000e+03,-6.740469970703125000e+02
1.219000000000000000e+03,-8.173560791015625000e+02
1.220000000000000000e+03,-1.531572021484375000e+03
1.221000000000000000e+03,-5.040354614257812500e+02
1.222000000000000000e+03,-5.599442138671875000e+02
1.223000000000000000e+03,-6.401517944335937500e+02
1.224000000000000000e+03,-7.513425903320312500e+02
1.225000000000000000e+03,-1.211190917968750000e+03
1.226000000000000000e+03,-7.099305419921875000e+02
1.227000000000000000e+03,-5.786929321289062500e+02
1.228000000000000000e+03,-4.813214721679687500e+02
1.229000000000000000e+03,-4.014643859863281250e+02
1.230000000000000000e+03,-3.319922180175781250e+02
1.231000000000000000e+03,-2.692041015625000000e+02
1.232000000000000000e+03,-2.111788024902343750e+02
1.233000000000000000e+03,-1.565682525634765625e+02
1.234000000000000000e+03,-1.044022369384765625e+02
1.235000000000000000e+03,-5.392065048217773438e+01
1.236000000000000000e+03,-4.479615688323974609e+00
1.237000000000000000e+03,4.451227569580078125e+01
1.238000000000000000e+03,9.364081573486328125e+01
1.239000000000000000e+03,1.435279541015625000e+02
1.240000000000000000e+03,1.948812408447265625e+02
1.241000000000000000e+03,2.485766906738281250e+02
1.242000000000000000e+03,3.058771667480468750e+02
1.243000000000000000e+03,3.685985717773437500e+02
1.244000000000000000e+03,4.396766052246093750e+02
1.245000000000000000e+03,5.243640747070312500e+02
1.246000000000000000e+03,6.331146240234375000e+02
1.247000000000000000e+03,7.892549438476562500e+02
1.248000000000000000e+03,1.051248168945312500e+03
1.249000000000000000e+03,2.931263671875000000e+03
1.250000000000000000e+03,0.000000000000000000e+00
